id;deck_id;front_text;front_subtext;front_image_url;back_text;back_subtext;back_reading;back_example;audio_url;tags;difficulty;order_index;created_at
fc-num-011;deck-numbers;四時;Jam;;Jam 4;Hour;yo-ji;四時に終わります。;;{time,hour,exception};2;11;2026-01-22 15:05:36.586895+00
fc-num-012;deck-numbers;九時;Jam;;Jam 9;Hour;ku-ji;九時に会議があります。;;{time,hour,exception};2;12;2026-01-22 15:05:36.586895+00
fc-num-013;deck-numbers;三分;Menit;;3 menit;Minute;san-pun;三分かかります。;;{time,minute,exception};2;13;2026-01-22 15:05:36.586895+00
fc-num-014;deck-numbers;六分;Menit;;6 menit;Minute;roppun;六分待ってください。;;{time,minute,exception};2;14;2026-01-22 15:05:36.586895+00
fc-num-015;deck-numbers;十分;Menit;;10 menit;Minute;juppun;十分休憩しましょう。;;{time,minute,exception};2;15;2026-01-22 15:05:36.586895+00
fc-num-016;deck-numbers;一人;Orang;;1 orang;People counter;hitori;一人で行きます。;;{counter,people,exception};2;16;2026-01-22 15:05:36.586895+00
fc-num-017;deck-numbers;二人;Orang;;2 orang;People counter;futari;二人で食べます。;;{counter,people,exception};2;17;2026-01-22 15:05:36.586895+00
fc-num-018;deck-numbers;三人;Orang;;3 orang;People counter;san-nin;三人います。;;{counter,people};1;18;2026-01-22 15:05:36.586895+00
fc-num-019;deck-numbers;一つ;Benda umum;;1 buah;General counter;hitotsu;りんごを一つください。;;{counter,general,exception};2;19;2026-01-22 15:05:36.586895+00
fc-num-020;deck-numbers;二つ;Benda umum;;2 buah;General counter;futatsu;二つ買います。;;{counter,general,exception};2;20;2026-01-22 15:05:36.586895+00
fc-num-021;deck-numbers;一階;Lantai;;Lantai 1;Floor counter;ik-kai;一階にあります。;;{counter,floor,exception};2;21;2026-01-22 15:05:36.586895+00
fc-num-022;deck-numbers;三階;Lantai;;Lantai 3;Floor counter;san-gai;三階に行きます。;;{counter,floor,exception};2;22;2026-01-22 15:05:36.586895+00
fc-num-023;deck-numbers;一本;Benda panjang;;1 batang/botol;Long object counter;ippon;ペンを一本ください。;;{counter,long,exception};2;23;2026-01-22 15:05:36.586895+00
fc-num-024;deck-numbers;三本;Benda panjang;;3 batang/botol;Long object counter;san-bon;水を三本買います。;;{counter,long,exception};2;24;2026-01-22 15:05:36.586895+00
fc-num-025;deck-numbers;一枚;Benda tipis;;1 lembar;Flat object counter;ichi-mai;紙を一枚ください。;;{counter,flat};1;25;2026-01-22 15:05:36.586895+00
fc-n4v1-1;deck-n4-vocab-1;経験;けいけん;;Pengalaman;;keiken;経験がある - Memiliki pengalaman;;;1;1;2026-02-06 13:19:29.125356+00
fc-n4v1-2;deck-n4-vocab-1;準備;じゅんび;;Persiapan;;junbi;準備する - Mempersiapkan;;;1;2;2026-02-06 13:19:29.125356+00
fc-n4v1-3;deck-n4-vocab-1;予定;よてい;;Jadwal/Rencana;;yotei;予定がある - Ada rencana;;;1;3;2026-02-06 13:19:29.125356+00
fc-n4v1-4;deck-n4-vocab-1;約束;やくそく;;Janji;;yakusoku;約束を守る - Menepati janji;;;1;4;2026-02-06 13:19:29.125356+00
fc-n4v1-5;deck-n4-vocab-1;連絡;れんらく;;Kontak/Hubungi;;renraku;連絡する - Menghubungi;;;1;5;2026-02-06 13:19:29.125356+00
fc-n4v1-6;deck-n4-vocab-1;説明;せつめい;;Penjelasan;;setsumei;説明する - Menjelaskan;;;1;6;2026-02-06 13:19:29.125356+00
fc-n4v1-7;deck-n4-vocab-1;質問;しつもん;;Pertanyaan;;shitsumon;質問がある - Ada pertanyaan;;;1;7;2026-02-06 13:19:29.125356+00
fc-n4v1-8;deck-n4-vocab-1;意見;いけん;;Pendapat;;iken;意見を言う - Menyampaikan pendapat;;;1;8;2026-02-06 13:19:29.125356+00
fc-n4v1-9;deck-n4-vocab-1;注意;ちゅうい;;Perhatian/Hati-hati;;chuui;注意する - Berhati-hati;;;1;9;2026-02-06 13:19:29.125356+00
fc-n4v1-10;deck-n4-vocab-1;安全;あんぜん;;Keamanan/Aman;;anzen;安全第一 - Keamanan nomor satu;;;1;10;2026-02-06 13:19:29.125356+00
fc-n4v1-11;deck-n4-vocab-1;危険;きけん;;Bahaya;;kiken;危険な場所 - Tempat berbahaya;;;1;11;2026-02-06 13:19:29.125356+00
fc-n4v1-12;deck-n4-vocab-1;必要;ひつよう;;Perlu/Diperlukan;;hitsuyou;必要がある - Diperlukan;;;1;12;2026-02-06 13:19:29.125356+00
fc-n4v1-13;deck-n4-vocab-1;特別;とくべつ;;Khusus/Istimewa;;tokubetsu;特別な日 - Hari istimewa;;;1;13;2026-02-06 13:19:29.125356+00
fc-n4v1-14;deck-n4-vocab-1;普通;ふつう;;Biasa/Normal;;futsuu;普通の人 - Orang biasa;;;1;14;2026-02-06 13:19:29.125356+00
fc-n4v1-15;deck-n4-vocab-1;簡単;かんたん;;Mudah/Sederhana;;kantan;簡単な問題 - Soal mudah;;;1;15;2026-02-06 13:19:29.125356+00
fc-n4v1-16;deck-n4-vocab-1;複雑;ふくざつ;;Rumit/Kompleks;;fukuzatsu;複雑な問題 - Masalah rumit;;;1;16;2026-02-06 13:19:29.125356+00
fc-n4v1-17;deck-n4-vocab-1;最近;さいきん;;Akhir-akhir ini;;saikin;最近忙しい - Akhir-akhir ini sibuk;;;1;17;2026-02-06 13:19:29.125356+00
fc-n4v1-18;deck-n4-vocab-1;将来;しょうらい;;Masa depan;;shourai;将来の夢 - Cita-cita masa depan;;;1;18;2026-02-06 13:19:29.125356+00
fc-n4v1-19;deck-n4-vocab-1;以前;いぜん;;Sebelumnya/Dulu;;izen;以前住んでいた - Dulu tinggal di;;;1;19;2026-02-06 13:19:29.125356+00
fc-n4v1-20;deck-n4-vocab-1;最初;さいしょ;;Pertama/Awal;;saisho;最初から - Dari awal;;;1;20;2026-02-06 13:19:29.125356+00
fc-n4v1-21;deck-n4-vocab-1;最後;さいご;;Terakhir/Akhir;;saigo;最後まで - Sampai akhir;;;1;21;2026-02-06 13:19:29.125356+00
fc-n4v1-22;deck-n4-vocab-1;関係;かんけい;;Hubungan/Kaitan;;kankei;関係がある - Ada hubungan;;;1;22;2026-02-06 13:19:29.125356+00
fc-n4v1-23;deck-n4-vocab-1;理由;りゆう;;Alasan;;riyuu;理由を聞く - Menanyakan alasan;;;1;23;2026-02-06 13:19:29.125356+00
fc-n4v1-24;deck-n4-vocab-1;目的;もくてき;;Tujuan;;mokuteki;目的を達成する - Mencapai tujuan;;;1;24;2026-02-06 13:19:29.125356+00
fc-n4v1-25;deck-n4-vocab-1;結果;けっか;;Hasil;;kekka;結果を見る - Melihat hasil;;;1;25;2026-02-06 13:19:29.125356+00
fc-n4v1-26;deck-n4-vocab-1;原因;げんいん;;Penyebab;;genin;原因を調べる - Menyelidiki penyebab;;;1;26;2026-02-06 13:19:29.125356+00
fc-n4v1-27;deck-n4-vocab-1;方法;ほうほう;;Cara/Metode;;houhou;方法を考える - Memikirkan cara;;;1;27;2026-02-06 13:19:29.125356+00
fc-n4v1-28;deck-n4-vocab-1;種類;しゅるい;;Jenis/Macam;;shurui;いろいろな種類 - Berbagai jenis;;;1;28;2026-02-06 13:19:29.125356+00
fc-n4v1-29;deck-n4-vocab-1;場合;ばあい;;Kasus/Situasi;;baai;その場合は - Dalam kasus itu;;;1;29;2026-02-06 13:19:29.125356+00
fc-n4v1-30;deck-n4-vocab-1;程度;ていど;;Tingkat/Derajat;;teido;ある程度 - Sampai tingkat tertentu;;;1;30;2026-02-06 13:19:29.125356+00
fc-n4v2-1;deck-n4-vocab-2;届ける;とどける;;Mengantarkan;;todokeru;荷物を届ける - Mengantarkan barang;;;1;1;2026-02-06 13:19:45.1024+00
fc-n4v2-2;deck-n4-vocab-2;届く;とどく;;Sampai/Tiba;;todoku;手紙が届く - Surat sampai;;;1;2;2026-02-06 13:19:45.1024+00
fc-n4v2-3;deck-n4-vocab-2;伝える;つたえる;;Menyampaikan;;tsutaeru;メッセージを伝える - Menyampaikan pesan;;;1;3;2026-02-06 13:19:45.1024+00
fc-n4v2-4;deck-n4-vocab-2;比べる;くらべる;;Membandingkan;;kuraberu;値段を比べる - Membandingkan harga;;;1;4;2026-02-06 13:19:45.1024+00
fc-n4v2-5;deck-n4-vocab-2;集める;あつめる;;Mengumpulkan;;atsumeru;情報を集める - Mengumpulkan informasi;;;1;5;2026-02-06 13:19:45.1024+00
fc-n4v2-6;deck-n4-vocab-2;集まる;あつまる;;Berkumpul;;atsumaru;人が集まる - Orang berkumpul;;;1;6;2026-02-06 13:19:45.1024+00
fc-n4v2-7;deck-n4-vocab-2;続ける;つづける;;Melanjutkan;;tsuzukeru;勉強を続ける - Melanjutkan belajar;;;1;7;2026-02-06 13:19:45.1024+00
fc-n4v2-8;deck-n4-vocab-2;続く;つづく;;Berlanjut;;tsuzuku;雨が続く - Hujan berlanjut;;;1;8;2026-02-06 13:19:45.1024+00
fc-n4v2-9;deck-n4-vocab-2;決める;きめる;;Memutuskan;;kimeru;予定を決める - Memutuskan jadwal;;;1;9;2026-02-06 13:19:45.1024+00
fc-n4v2-10;deck-n4-vocab-2;決まる;きまる;;Ditentukan;;kimaru;日程が決まる - Jadwal ditentukan;;;1;10;2026-02-06 13:19:45.1024+00
fc-n4v2-11;deck-n4-vocab-2;変える;かえる;;Mengubah;;kaeru;予定を変える - Mengubah rencana;;;1;11;2026-02-06 13:19:45.1024+00
fc-n4v2-12;deck-n4-vocab-2;変わる;かわる;;Berubah;;kawaru;季節が変わる - Musim berubah;;;1;12;2026-02-06 13:19:45.1024+00
fc-n4v2-13;deck-n4-vocab-2;直す;なおす;;Memperbaiki;;naosu;車を直す - Memperbaiki mobil;;;1;13;2026-02-06 13:19:45.1024+00
fc-n4v2-14;deck-n4-vocab-2;直る;なおる;;Diperbaiki/Sembuh;;naoru;病気が直る - Penyakit sembuh;;;1;14;2026-02-06 13:19:45.1024+00
fc-n4v2-15;deck-n4-vocab-2;片付ける;かたづける;;Membereskan;;katazukeru;部屋を片付ける - Membereskan kamar;;;1;15;2026-02-06 13:19:45.1024+00
fc-n4v2-16;deck-n4-vocab-2;並べる;ならべる;;Menyusun/Menata;;naraberu;椅子を並べる - Menata kursi;;;1;16;2026-02-06 13:19:45.1024+00
fc-n4v2-17;deck-n4-vocab-2;並ぶ;ならぶ;;Berbaris/Berjejer;;narabu;人が並ぶ - Orang berbaris;;;1;17;2026-02-06 13:19:45.1024+00
fc-n4v2-18;deck-n4-vocab-2;運ぶ;はこぶ;;Mengangkut;;hakobu;荷物を運ぶ - Mengangkut barang;;;1;18;2026-02-06 13:19:45.1024+00
fc-n4v2-19;deck-n4-vocab-2;見つける;みつける;;Menemukan;;mitsukeru;仕事を見つける - Menemukan pekerjaan;;;1;19;2026-02-06 13:19:45.1024+00
fc-n4v2-20;deck-n4-vocab-2;見つかる;みつかる;;Ditemukan;;mitsukaru;財布が見つかる - Dompet ditemukan;;;1;20;2026-02-06 13:19:45.1024+00
fc-n4v2-21;deck-n4-vocab-2;確認する;かくにんする;;Mengonfirmasi;;kakunin suru;予約を確認する - Mengonfirmasi reservasi;;;1;21;2026-02-06 13:19:45.1024+00
fc-n4v2-22;deck-n4-vocab-2;参加する;さんかする;;Berpartisipasi;;sanka suru;会議に参加する - Berpartisipasi dalam rapat;;;1;22;2026-02-06 13:19:45.1024+00
fc-n4v2-23;deck-n4-vocab-2;出席する;しゅっせきする;;Menghadiri;;shusseki suru;授業に出席する - Menghadiri kelas;;;1;23;2026-02-06 13:19:45.1024+00
fc-n4v2-24;deck-n4-vocab-2;欠席する;けっせきする;;Tidak hadir;;kesseki suru;会議を欠席する - Tidak hadir di rapat;;;1;24;2026-02-06 13:19:45.1024+00
fc-n4v2-25;deck-n4-vocab-2;相談する;そうだんする;;Berkonsultasi;;soudan suru;先生に相談する - Berkonsultasi dengan guru;;;1;25;2026-02-06 13:19:45.1024+00
fc-n4v3-1;deck-n4-vocab-3;厳しい;きびしい;;Keras/Ketat;;kibishii;厳しい先生 - Guru yang keras;;;1;1;2026-02-06 13:19:59.416773+00
fc-n4v3-2;deck-n4-vocab-3;優しい;やさしい;;Baik hati/Lembut;;yasashii;優しい人 - Orang yang baik hati;;;1;2;2026-02-06 13:19:59.416773+00
fc-n4v3-3;deck-n4-vocab-3;珍しい;めずらしい;;Langka/Jarang;;mezurashii;珍しい花 - Bunga yang langka;;;1;3;2026-02-06 13:19:59.416773+00
fc-n4v3-4;deck-n4-vocab-3;恥ずかしい;はずかしい;;Malu;;hazukashii;恥ずかしい思い - Perasaan malu;;;1;4;2026-02-06 13:19:59.416773+00
fc-n4v3-5;deck-n4-vocab-3;嬉しい;うれしい;;Senang/Gembira;;ureshii;嬉しいニュース - Kabar gembira;;;1;5;2026-02-06 13:19:59.416773+00
fc-n4v3-6;deck-n4-vocab-3;悲しい;かなしい;;Sedih;;kanashii;悲しい話 - Cerita sedih;;;1;6;2026-02-06 13:19:59.416773+00
fc-n4v3-7;deck-n4-vocab-3;正しい;ただしい;;Benar/Tepat;;tadashii;正しい答え - Jawaban yang benar;;;1;7;2026-02-06 13:19:59.416773+00
fc-n4v3-8;deck-n4-vocab-3;素晴らしい;すばらしい;;Luar biasa;;subarashii;素晴らしい景色 - Pemandangan luar biasa;;;1;8;2026-02-06 13:19:59.416773+00
fc-n4v3-9;deck-n4-vocab-3;詳しい;くわしい;;Detail/Mendetail;;kuwashii;詳しい説明 - Penjelasan detail;;;1;9;2026-02-06 13:19:59.416773+00
fc-n4v3-10;deck-n4-vocab-3;親切;しんせつ;;Ramah/Baik;;shinsetsu;親切な人 - Orang yang ramah;;;1;10;2026-02-06 13:19:59.416773+00
fc-n4v3-11;deck-n4-vocab-3;丁寧;ていねい;;Sopan/Teliti;;teinei;丁寧な言葉 - Bahasa sopan;;;1;11;2026-02-06 13:19:59.416773+00
fc-n4v3-12;deck-n4-vocab-3;熱心;ねっしん;;Antusias/Giat;;nesshin;熱心に勉強する - Belajar dengan giat;;;1;12;2026-02-06 13:19:59.416773+00
fc-n4v3-13;deck-n4-vocab-3;真面目;まじめ;;Serius/Rajin;;majime;真面目な学生 - Siswa yang serius;;;1;13;2026-02-06 13:19:59.416773+00
fc-n4v3-14;deck-n4-vocab-3;適当;てきとう;;Cocok/Asal-asalan;;tekitou;適当な答え - Jawaban asal;;;1;14;2026-02-06 13:19:59.416773+00
fc-n4v3-15;deck-n4-vocab-3;十分;じゅうぶん;;Cukup;;juubun;十分な時間 - Waktu yang cukup;;;1;15;2026-02-06 13:19:59.416773+00
fc-n4v3-16;deck-n4-vocab-3;自由;じゆう;;Bebas;;jiyuu;自由な時間 - Waktu bebas;;;1;16;2026-02-06 13:19:59.416773+00
fc-n4v3-17;deck-n4-vocab-3;残念;ざんねん;;Sayang sekali;;zannen;残念な結果 - Hasil yang disayangkan;;;1;17;2026-02-06 13:19:59.416773+00
fc-n4v3-18;deck-n4-vocab-3;無理;むり;;Mustahil/Tidak mungkin;;muri;無理な要求 - Permintaan yang mustahil;;;1;18;2026-02-06 13:19:59.416773+00
fc-n4v3-19;deck-n4-vocab-3;確か;たしか;;Pasti/Yakin;;tashika;確かな情報 - Informasi yang pasti;;;1;19;2026-02-06 13:19:59.416773+00
fc-n4v3-20;deck-n4-vocab-3;急;きゅう;;Mendadak/Tiba-tiba;;kyuu;急な予定 - Jadwal mendadak;;;1;20;2026-02-06 13:19:59.416773+00
fc-n3v1-1;deck-n3-vocab-1;状況;じょうきょう;;Situasi/Kondisi;;joukyou;現在の状況 - Situasi saat ini;;;1;1;2026-02-06 13:20:18.187454+00
fc-n3v1-2;deck-n3-vocab-1;影響;えいきょう;;Pengaruh/Dampak;;eikyou;影響を与える - Memberikan pengaruh;;;1;2;2026-02-06 13:20:18.187454+00
fc-n3v1-3;deck-n3-vocab-1;可能性;かのうせい;;Kemungkinan;;kanousei;可能性が高い - Kemungkinan tinggi;;;1;3;2026-02-06 13:20:18.187454+00
fc-n3v1-4;deck-n3-vocab-1;責任;せきにん;;Tanggung jawab;;sekinin;責任を取る - Bertanggung jawab;;;1;4;2026-02-06 13:20:18.187454+00
fc-n3v1-5;deck-n3-vocab-1;判断;はんだん;;Penilaian/Keputusan;;handan;判断する - Menilai/Memutuskan;;;1;5;2026-02-06 13:20:18.187454+00
fc-n3v1-6;deck-n3-vocab-1;対応;たいおう;;Penanganan/Respons;;taiou;迅速な対応 - Penanganan cepat;;;1;6;2026-02-06 13:20:18.187454+00
fc-n3v1-7;deck-n3-vocab-1;実現;じつげん;;Perwujudan/Realisasi;;jitsugen;夢を実現する - Mewujudkan mimpi;;;1;7;2026-02-06 13:20:18.187454+00
fc-n3v1-8;deck-n3-vocab-1;効果;こうか;;Efek/Hasil;;kouka;効果がある - Ada efeknya;;;1;8;2026-02-06 13:20:18.187454+00
fc-n3v1-9;deck-n3-vocab-1;条件;じょうけん;;Syarat/Kondisi;;jouken;条件を満たす - Memenuhi syarat;;;1;9;2026-02-06 13:20:18.187454+00
fc-n3v1-10;deck-n3-vocab-1;基準;きじゅん;;Standar/Kriteria;;kijun;基準を設ける - Menetapkan standar;;;1;10;2026-02-06 13:20:18.187454+00
fc-n3v1-11;deck-n3-vocab-1;傾向;けいこう;;Kecenderungan/Tren;;keikou;増加傾向 - Tren meningkat;;;1;11;2026-02-06 13:20:18.187454+00
fc-n3v1-12;deck-n3-vocab-1;現象;げんしょう;;Fenomena;;genshou;自然現象 - Fenomena alam;;;1;12;2026-02-06 13:20:18.187454+00
fc-n3v1-13;deck-n3-vocab-1;意識;いしき;;Kesadaran;;ishiki;環境意識 - Kesadaran lingkungan;;;1;13;2026-02-06 13:20:18.187454+00
fc-n3v1-14;deck-n3-vocab-1;認識;にんしき;;Pengakuan/Pengenalan;;ninshiki;認識する - Mengakui/Mengenali;;;1;14;2026-02-06 13:20:18.187454+00
fc-n3v1-15;deck-n3-vocab-1;評価;ひょうか;;Penilaian/Evaluasi;;hyouka;高い評価 - Penilaian tinggi;;;1;15;2026-02-06 13:20:18.187454+00
fc-n3v1-16;deck-n3-vocab-1;提案;ていあん;;Proposal/Usulan;;teian;提案する - Mengusulkan;;;1;16;2026-02-06 13:20:18.187454+00
fc-n3v1-17;deck-n3-vocab-1;検討;けんとう;;Pertimbangan;;kentou;検討する - Mempertimbangkan;;;1;17;2026-02-06 13:20:18.187454+00
fc-n3v1-18;deck-n3-vocab-1;確保;かくほ;;Pengamanan/Menjamin;;kakuho;安全を確保する - Menjamin keamanan;;;1;18;2026-02-06 13:20:18.187454+00
fc-n3v1-19;deck-n3-vocab-1;維持;いじ;;Pemeliharaan;;iji;健康を維持する - Menjaga kesehatan;;;1;19;2026-02-06 13:20:18.187454+00
fc-n3v1-20;deck-n3-vocab-1;改善;かいぜん;;Perbaikan;;kaizen;品質改善 - Perbaikan kualitas;;;1;20;2026-02-06 13:20:18.187454+00
fc-n3v1-21;deck-n3-vocab-1;解決;かいけつ;;Penyelesaian;;kaiketsu;問題解決 - Penyelesaian masalah;;;1;21;2026-02-06 13:20:18.187454+00
fc-n3v1-22;deck-n3-vocab-1;発展;はってん;;Perkembangan;;hatten;経済発展 - Perkembangan ekonomi;;;1;22;2026-02-06 13:20:18.187454+00
fc-n3v1-23;deck-n3-vocab-1;達成;たっせい;;Pencapaian;;tassei;目標達成 - Pencapaian target;;;1;23;2026-02-06 13:20:18.187454+00
fc-n3v1-24;deck-n3-vocab-1;把握;はあく;;Pemahaman/Penguasaan;;haaku;状況を把握する - Memahami situasi;;;1;24;2026-02-06 13:20:18.187454+00
fc-n3v1-25;deck-n3-vocab-1;対策;たいさく;;Langkah/Tindakan;;taisaku;対策を立てる - Menyusun langkah;;;1;25;2026-02-06 13:20:18.187454+00
fc-n3v1-26;deck-n3-vocab-1;手段;しゅだん;;Cara/Sarana;;shudan;連絡手段 - Sarana komunikasi;;;1;26;2026-02-06 13:20:18.187454+00
fc-n3v1-27;deck-n3-vocab-1;要因;よういん;;Faktor/Penyebab;;youin;成功要因 - Faktor kesuksesan;;;1;27;2026-02-06 13:20:18.187454+00
fc-n3v1-28;deck-n3-vocab-1;背景;はいけい;;Latar belakang;;haikei;歴史的背景 - Latar belakang sejarah;;;1;28;2026-02-06 13:20:18.187454+00
fc-n3v1-29;deck-n3-vocab-1;根拠;こんきょ;;Dasar/Bukti;;konkyo;根拠がある - Ada dasarnya;;;1;29;2026-02-06 13:20:18.187454+00
fc-n3v1-30;deck-n3-vocab-1;観点;かんてん;;Sudut pandang;;kanten;別の観点から - Dari sudut pandang lain;;;1;30;2026-02-06 13:20:18.187454+00
fc-n3v2-1;deck-n3-vocab-2;求める;もとめる;;Mencari/Menuntut;;motomeru;助けを求める - Mencari bantuan;;;1;1;2026-02-06 13:20:38.001863+00
fc-n3v2-2;deck-n3-vocab-2;与える;あたえる;;Memberikan;;ataeru;影響を与える - Memberikan pengaruh;;;1;2;2026-02-06 13:20:38.001863+00
fc-n3v2-3;deck-n3-vocab-2;得る;える;;Mendapatkan;;eru;許可を得る - Mendapatkan izin;;;1;3;2026-02-06 13:20:38.001863+00
fc-n3v2-4;deck-n3-vocab-2;失う;うしなう;;Kehilangan;;ushinau;自信を失う - Kehilangan kepercayaan diri;;;1;4;2026-02-06 13:20:38.001863+00
fc-n3v2-5;deck-n3-vocab-2;果たす;はたす;;Memenuhi/Menyelesaikan;;hatasu;役割を果たす - Memenuhi peran;;;1;5;2026-02-06 13:20:38.001863+00
fc-n3v2-6;deck-n3-vocab-2;抱える;かかえる;;Membawa/Memiliki;;kakaeru;問題を抱える - Memiliki masalah;;;1;6;2026-02-06 13:20:38.001863+00
fc-n3v2-7;deck-n3-vocab-2;占める;しめる;;Menempati/Menduduki;;shimeru;割合を占める - Menempati proporsi;;;1;7;2026-02-06 13:20:38.001863+00
fc-n3v2-8;deck-n3-vocab-2;示す;しめす;;Menunjukkan;;shimesu;結果を示す - Menunjukkan hasil;;;1;8;2026-02-06 13:20:38.001863+00
fc-n3v2-9;deck-n3-vocab-2;述べる;のべる;;Menyatakan;;noberu;意見を述べる - Menyatakan pendapat;;;1;9;2026-02-06 13:20:38.001863+00
fc-n3v2-10;deck-n3-vocab-2;認める;みとめる;;Mengakui;;mitomeru;間違いを認める - Mengakui kesalahan;;;1;10;2026-02-06 13:20:38.001863+00
fc-n3v2-11;deck-n3-vocab-2;避ける;さける;;Menghindari;;sakeru;危険を避ける - Menghindari bahaya;;;1;11;2026-02-06 13:20:38.001863+00
fc-n3v2-12;deck-n3-vocab-2;越える;こえる;;Melampaui/Melewati;;koeru;国境を越える - Melewati perbatasan;;;1;12;2026-02-06 13:20:38.001863+00
fc-n3v2-13;deck-n3-vocab-2;含む;ふくむ;;Termasuk/Mengandung;;fukumu;税を含む - Termasuk pajak;;;1;13;2026-02-06 13:20:38.001863+00
fc-n3v2-14;deck-n3-vocab-2;限る;かぎる;;Membatasi;;kagiru;時間を限る - Membatasi waktu;;;1;14;2026-02-06 13:20:38.001863+00
fc-n3v2-15;deck-n3-vocab-2;及ぶ;およぶ;;Mencapai/Meluas;;oyobu;影響が及ぶ - Pengaruh meluas;;;1;15;2026-02-06 13:20:38.001863+00
fc-n3v2-16;deck-n3-vocab-2;基づく;もとづく;;Berdasarkan;;motozuku;データに基づく - Berdasarkan data;;;1;16;2026-02-06 13:20:38.001863+00
fc-n3v2-17;deck-n3-vocab-2;伴う;ともなう;;Disertai/Diikuti;;tomonau;危険を伴う - Disertai bahaya;;;1;17;2026-02-06 13:20:38.001863+00
fc-n3v2-18;deck-n3-vocab-2;応じる;おうじる;;Menanggapi/Sesuai;;oujiru;要求に応じる - Menanggapi permintaan;;;1;18;2026-02-06 13:20:38.001863+00
fc-n3v2-19;deck-n3-vocab-2;生じる;しょうじる;;Timbul/Muncul;;shoujiru;問題が生じる - Masalah timbul;;;1;19;2026-02-06 13:20:38.001863+00
fc-n3v2-20;deck-n3-vocab-2;属する;ぞくする;;Termasuk dalam;;zokusuru;グループに属する - Termasuk dalam grup;;;1;20;2026-02-06 13:20:38.001863+00
fc-n3v2-21;deck-n3-vocab-2;反映する;はんえいする;;Mencerminkan;;hanei suru;意見を反映する - Mencerminkan pendapat;;;1;21;2026-02-06 13:20:38.001863+00
fc-n3v2-22;deck-n3-vocab-2;促進する;そくしんする;;Mempromosikan;;sokushin suru;発展を促進する - Mempromosikan perkembangan;;;1;22;2026-02-06 13:20:38.001863+00
fc-n3v2-23;deck-n3-vocab-2;実施する;じっしする;;Melaksanakan;;jisshi suru;計画を実施する - Melaksanakan rencana;;;1;23;2026-02-06 13:20:38.001863+00
fc-n3v2-24;deck-n3-vocab-2;導入する;どうにゅうする;;Memperkenalkan;;dounyuu suru;システムを導入する - Memperkenalkan sistem;;;1;24;2026-02-06 13:20:38.001863+00
fc-n3v2-25;deck-n3-vocab-2;指摘する;してきする;;Menunjukkan/Mengkritik;;shiteki suru;問題を指摘する - Menunjukkan masalah;;;1;25;2026-02-06 13:20:38.001863+00
fc-n3v3-1;deck-n3-vocab-3;取引;とりひき;;Transaksi/Bisnis;;torihiki;取引先 - Mitra bisnis;;;1;1;2026-02-06 13:20:52.700426+00
fc-n3v3-2;deck-n3-vocab-3;契約;けいやく;;Kontrak;;keiyaku;契約を結ぶ - Menandatangani kontrak;;;1;2;2026-02-06 13:20:52.700426+00
fc-n3v3-3;deck-n3-vocab-3;交渉;こうしょう;;Negosiasi;;koushou;価格交渉 - Negosiasi harga;;;1;3;2026-02-06 13:20:52.700426+00
fc-n3v3-4;deck-n3-vocab-3;納期;のうき;;Tenggat pengiriman;;nouki;納期を守る - Menepati tenggat;;;1;4;2026-02-06 13:20:52.700426+00
fc-n3v3-5;deck-n3-vocab-3;見積もり;みつもり;;Perkiraan/Estimasi;;mitsumori;見積もりを出す - Memberikan estimasi;;;1;5;2026-02-06 13:20:52.700426+00
fc-n3v3-6;deck-n3-vocab-3;発注;はっちゅう;;Pemesanan;;hacchuu;発注する - Memesan;;;1;6;2026-02-06 13:20:52.700426+00
fc-n3v3-7;deck-n3-vocab-3;納品;のうひん;;Pengiriman barang;;nouhin;納品書 - Surat pengiriman;;;1;7;2026-02-06 13:20:52.700426+00
fc-n3v3-8;deck-n3-vocab-3;請求;せいきゅう;;Penagihan;;seikyuu;請求書 - Faktur;;;1;8;2026-02-06 13:20:52.700426+00
fc-n3v3-9;deck-n3-vocab-3;支払い;しはらい;;Pembayaran;;shiharai;支払い方法 - Metode pembayaran;;;1;9;2026-02-06 13:20:52.700426+00
fc-n3v3-10;deck-n3-vocab-3;売上;うりあげ;;Penjualan;;uriage;売上高 - Total penjualan;;;1;10;2026-02-06 13:20:52.700426+00
fc-n3v3-11;deck-n3-vocab-3;利益;りえき;;Keuntungan;;rieki;利益を上げる - Mendapat untung;;;1;11;2026-02-06 13:20:52.700426+00
fc-n3v3-12;deck-n3-vocab-3;損失;そんしつ;;Kerugian;;sonshitsu;損失を出す - Mengalami kerugian;;;1;12;2026-02-06 13:20:52.700426+00
fc-n3v3-13;deck-n3-vocab-3;予算;よさん;;Anggaran;;yosan;予算内で - Dalam anggaran;;;1;13;2026-02-06 13:20:52.700426+00
fc-n3v3-14;deck-n3-vocab-3;報告;ほうこく;;Laporan;;houkoku;報告書 - Dokumen laporan;;;1;14;2026-02-06 13:20:52.700426+00
fc-n3v3-15;deck-n3-vocab-3;会議;かいぎ;;Rapat;;kaigi;会議に出席する - Menghadiri rapat;;;1;15;2026-02-06 13:20:52.700426+00
fc-n3v3-16;deck-n3-vocab-3;打ち合わせ;うちあわせ;;Pertemuan/Meeting;;uchiawase;打ち合わせをする - Mengadakan meeting;;;1;16;2026-02-06 13:20:52.700426+00
